,Bigram,Count,Veracity
6929,última atualização,45,True
6982,disse Temer,45,True
6893,tão grande,45,True
6930,facções criminosas,45,True
7059,Letícia Lula,45,True
6933,Padilha Casa,45,True
7050,setor privado,45,True
7044,passiva lavagem,45,True
6901,Estado brasileiro,45,True
6934,STF ministra,45,True
7040,sob sigilo,45,True
7012,cassado Eduardo,45,True
6986,Souza Oliveira,45,True
6977,Justiça Torquato,45,True
6991,200 milhões,45,True
6992,Jaques Wagner,45,True
7010,medidas provisórias,45,True
6969,corrupção lavagem,45,True
6959,intervenção militar,45,True
7025,inquérito policial,45,True
6942,ainda maior,45,True
7029,governos Lula,45,True
7036,Nesta quarta,45,True
6884,Público Estadual,45,True
7159,contas bancárias,44,True
7157,caso triplex,44,True
7164,fazer parte,44,True
7175,partido político,44,True
7199,Randolfe Rodrigues,44,True
7207,Ele vai,44,True
7224,Fernando Collor,44,True
7177,Unidos Donald,44,True
7227,Constituição PEC,44,True
7230,quatro dias,44,True
7233,ministro Luís,44,True
7237,Eike Batista,44,True
7245,mil reais,44,True
7252,processo eleitoral,44,True
7259,Guerra Mundial,44,True
7253,vários países,44,True
7262,Barata Filho,44,True
7156,país asiático,44,True
7155,Rex Tillerson,44,True
7105,mundo todo,44,True
7126,recebeu propina,44,True
30695,governo Temer,44,Fake
30698,Porto Alegre,44,Fake
7072,rede pública,44,True
7077,parece ser,44,True
7079,Neste caso,44,True
30701,ministro Gilmar,44,Fake
7093,fase final,44,True
7096,pessoas têm,44,True
7102,primeiros meses,44,True
30713,Estado Islâmico,44,Fake
7110,outro processo,44,True
7112,dois lados,44,True
7116,Franco SecretariaGeral,44,True
7261,BBC Mundo,44,True
7136,próprio presidente,44,True
7146,Civil Eliseu,44,True
7128,Aloizio Mercadante,44,True
7350,João Pessoa,43,True
7440,sessão desta,43,True
7444,dois homens,43,True
7340,desde setembro,43,True
7348,Até então,43,True
7446,Partido Comunista,43,True
7331,funcionários públicos,43,True
7436,via caixa,43,True
7455,presidente interino,43,True
7375,sistema político,43,True
7459,Luiz Carlos,43,True
7269,150 mil,43,True
7267,Operação Patmos,43,True
7374,ainda assim,43,True
7451,Mas segundo,43,True
7423,empreiteira Odebrecht,43,True
7409,juiz Moro,43,True
7306,Grande São,43,True
7401,Santa Cruz,43,True
7314,Nossa Senhora,43,True
7400,grave crise,43,True
7307,regime semiaberto,43,True
7415,vão ser,43,True
7394,meses após,43,True
7383,abuso sexual,43,True
7276,anos Ele,43,True
7332,Aurélio Garcia,43,True
7416,decisão final,43,True
7335,economia brasileira,43,True
7293,seres humanos,43,True
7278,STF Gilmar,43,True
7418,primeira denúncia,43,True
7372,Joaquim Barbosa,43,True
7354,600 mil,43,True
7370,informação sobre,43,True
30738,presidente interino,43,Fake
30722,José Serra,43,Fake
30724,Lei Rouanet,43,Fake
7363,Lava Jato”,43,True
30758,Carlos Bumlai,42,Fake
7666,segundo grau,42,True
7615,deputado Rodrigo,42,True
7636,pessoas físicas,42,True
7638,ainda nesta,42,True
7494,irmãos Joesley,42,True
7644,Pedro Corrêa,42,True
7650,novas sanções,42,True
7665,tendo sido,42,True
30749,juiz Moro,42,Fake
7505,pode chegar,42,True
7668,Hillary Clinton,42,True
7489,policiais civis,42,True
30747,devem ser,42,Fake
7670,Desta vez,42,True
7673,Ana Carolina,42,True
7675,recolhimento domiciliar,42,True
7679,Cambridge Analytica,42,True
7614,serviços prestados,42,True
7609,últimas décadas,42,True
7606,gente precisa,42,True
7467,Muitas vezes,42,True
30756,Silvio Santos,42,Fake
7510,conta própria,42,True
7532,dois processos,42,True
7533,associação criminosa,42,True
7534,exministro Antônio,42,True
7536,diversas vezes,42,True
7547,provas contra,42,True
7568,Quer dizer,42,True
7577,novas regras,42,True
7586,outros estados,42,True
7592,ter ficado,42,True
7594,primeiro grau,42,True
7602,Relações Institucionais,42,True
30742,Jean Wyllys,42,Fake
7499,Uma mulher,42,True
7469,quatro vezes,42,True
7810,ato ilícito,41,True
7742,ser alvo,41,True
7760,reforma tributária,41,True
7867,150 milhões,41,True
7854,segundo semestre,41,True
7831,agentes penitenciários,41,True
7848,outras empresas,41,True
7768,exsenador Delcídio,41,True
30775,José Eduardo,41,Fake
7874,maio deste,41,True
7868,dois casos,41,True
7861,União TCU,41,True
7695,iniciativa privada,41,True
7849,afastado Aécio,41,True
7765,presidente disse,41,True
7860,poder econômico,41,True
30766,Rio Grande,41,Fake
7741,atualização desta,41,True
7752,crescimento econômico,41,True
7858,próximas eleições,41,True
7687,grande número,41,True
7776,Central Única,41,True
7697,Paulo onde,41,True
7700,Por enquanto,41,True
7812,quer ser,41,True
7732,diz trecho,41,True
7804,ano após,41,True
7895,morreu após,41,True
7726,Muita gente,41,True
7880,Arábia Saudita,41,True
7723,pode acontecer,41,True
7900,muitos outros,41,True
7757,julho deste,41,True
7903,Hill House,41,True
7738,dia antes,41,True
7818,processo penal,41,True
7803,Lula pode,41,True
7801,direitos políticos,41,True
7826,afirma ter,41,True
7905,Jacob Barata,41,True
7910,180 dias,40,True
7997,Santa Casa,40,True
7954,Deputados Rodrigo,40,True
7930,três horas,40,True
7998,expresidente nega,40,True
8002,votos necessários,40,True
7992,Paulo Melo,40,True
30786,Relações Exteriores,40,Fake
8053,veja abaixo,40,True
8103,obras públicas,40,True
8068,naquela época,40,True
8012,Até porque,40,True
8052,Conselho Federal,40,True
30797,agora pouco,40,Fake
8070,Nesse sentido,40,True
8046,Ela conta,40,True
8073,pena após,40,True
8087,400 mil,40,True
8039,danos morais,40,True
8109,Minha Vida,40,True
8116,decisões judiciais,40,True
8132,ampla defesa,40,True
8026,Não pode,40,True
8135,desde 2014,40,True
8021,duas denúncias,40,True
30796,Léo Pinheiro,40,Fake
8295,fez parte,39,True
8361,Jorge Viana,39,True
8296,pode dizer,39,True
8377,exprimeira dama,39,True
8362,duas décadas,39,True
8381,juiz Marcelo,39,True
8286,Governo Federal,39,True
8284,decoro parlamentar,39,True
8306,Ele falou,39,True
8318,aquecimento global,39,True
8333,grupo político,39,True
30809,Reino Unido,39,Fake
8334,onde mora,39,True
8331,eleição indireta,39,True
8335,deputada federal,39,True
30808,presidente Temer,39,Fake
8340,Sete Brasil,39,True
30812,500 mil,39,Fake
8345,longo alcance,39,True
8327,Camargo Corrêa,39,True
8323,afirma ainda,39,True
8352,medida cautelar,39,True
8320,empresário disse,39,True
30802,deputado Jair,39,Fake
8358,carreira política,39,True
8285,Não vou,39,True
8153,Lula recebeu,39,True
8223,acusação contra,39,True
30825,Andrade Gutierrez,39,Fake
8146,tempo real,39,True
8157,além disso,39,True
8160,quase todos,39,True
8183,posso dizer,39,True
8192,Paulo Maluf,39,True
8195,disse Lula,39,True
8198,doleiro Lúcio,39,True
8209,ainda vai,39,True
8225,ser visto,39,True
8226,Marcelo Crivella,39,True
8230,STF decidiu,39,True
30826,Espírito Santo,39,Fake
8234,centrais sindicais,39,True
8237,presidente sulcoreano,39,True
8271,Loures PMDBPR,39,True
8241,deu certo,39,True
8154,acervo presidencial,39,True
30814,senador Aécio,39,Fake
8273,cientista político,39,True
8250,Comércio Exterior,39,True
8445,havia feito,38,True
8564,Brasil precisa,38,True
8601,Casa Minha,38,True
8464,havia pedido,38,True
8545,deverão ser,38,True
8548,possa ter,38,True
8478,dessas pessoas,38,True
8477,ter ocorrido,38,True
8645,ensino superior,38,True
8629,sigilo bancário,38,True
8589,alguns pontos,38,True
8651,Legal IML,38,True
8576,Nesta terçafeira,38,True
8631,duas Coreias,38,True
8513,penal contra,38,True
8643,horas após,38,True
8511,The New,38,True
8414,Por quê,38,True
8458,naquele ano,38,True
8646,Edinho Silva,38,True
8628,prisão contra,38,True
8639,diz ser,38,True
8626,Dessa forma,38,True
8532,Primeiro Comando,38,True
8501,governo Trump,38,True
8455,menos dois,38,True
8433,contra mim,38,True
8502,Buenos Aires,38,True
8491,desta segunda,38,True
8619,Silva Júnior,38,True
8606,patrimônio público,38,True
8539,Ele conta,38,True
8416,República Dominicana,38,True
8529,Nesta semana,38,True
8456,principais trechos,38,True
8489,Brasil PTBRJ,38,True
8641,Bashar alAssad,38,True
8602,articulação política,38,True
8418,outra coisa,38,True
8537,outro trecho,38,True
8653,São Carlos,38,True
8390,baixa renda,38,True
8395,mundo político,38,True
30858,blá blá,38,Fake
30855,João Dória,38,Fake
8742,precisa ter,37,True
8793,segundo maior,37,True
8781,ser levado,37,True
8769,sete meses,37,True
8767,Defesa Civil,37,True
8755,dessa vez,37,True
8753,decisão proferida,37,True
8752,última quintafeira,37,True
8751,Lula Dilma,37,True
8745,ensino fundamental,37,True
8741,improbidade administrativa,37,True
8738,Eduardo Campos,37,True
8737,assessor especial,37,True
8735,Por conta,37,True
8730,Complexo Penitenciário,37,True
8726,Não posso,37,True
8695,bem diferente,37,True
8694,Regional Eleitoral,37,True
8680,ser presidente,37,True
8677,ano eleitoral,37,True
8801,ficou conhecido,37,True
8803,504 mil,37,True
8805,primeiro escalão,37,True
8884,território americano,37,True
8907,nesse período,37,True
8906,deve ocorrer,37,True
8901,principais pontos,37,True
8913,linha sucessória,37,True
8914,Marconi Perillo,37,True
8927,Kim Jongil,37,True
8899,sistema penitenciário,37,True
8898,maior crise,37,True
8885,Jato Segundo,37,True
8880,Minha Casa,37,True
8811,expresidente José,37,True
8864,conta corrente,37,True
8846,cargos públicos,37,True
8844,votar contra,37,True
8838,propina paga,37,True
8836,Comunicação Social,37,True
8830,Baixada Fluminense,37,True
8826,Crime Organizado,37,True
8815,deixar claro,37,True
8814,Antonio Imbassahy,37,True
8908,pode vir,37,True
8691,Edison Lobão,37,True
8910,Confira abaixo,37,True
9173,Aedes aegypti,36,True
9099,Fernando Reis,36,True
30905,dois anos,36,Fake
9181,exercícios militares,36,True
8977,atos ilícitos,36,True
9185,novo teste,36,True
8991,juiz Vallisney,36,True
8993,outros pontos,36,True
9000,vezes maior,36,True
9003,salários mínimos,36,True
9007,ser cumprida,36,True
9008,sob pena,36,True
30932,Paulo Bernardo,36,Fake
9043,vão ter,36,True
9051,Luís Cláudio,36,True
9056,Esse tipo,36,True
9090,Temer fez,36,True
30910,Lindbergh Farias,36,Fake
9058,guerra civil,36,True
9073,Mendonça Filho,36,True
8963,Defesa Raul,36,True
8970,costuma ser,36,True
9165,seis pessoas,36,True
8946,procurador regional,36,True
9138,nota enviada,36,True
9119,Alexandrino Alencar,36,True
9116,deve estar,36,True
9111,cidade onde,36,True
9139,acidente aéreo,36,True
9144,sanções contra,36,True
9157,Nesta terça,36,True
9103,último domingo,36,True
8960,lugar onde,36,True
9160,presidenta eleita,36,True
30955,havia sido,35,Fake
9238,partir desta,35,True
9257,cinco pessoas,35,True
30966,ataque nuclear,35,Fake
30946,Cunha PMDBRJ,35,Fake
9512,tomou posse,35,True
9260,Nesta quintafeira,35,True
30940,Rodrigo Maia,35,Fake
30948,grande parte,35,Fake
30937,Federal STF,35,Fake
9528,Bin Laden,35,True
9521,Cunha Lima,35,True
9197,nova fase,35,True
30953,deste país,35,Fake
9523,outra ação,35,True
30935,poderia ser,35,Fake
9196,quase dois,35,True
30933,vai ter,35,Fake
9511,250 mil,35,True
9495,gente sabe,35,True
9508,tudo indica,35,True
9362,mandato parlamentar,35,True
9242,fazer algo,35,True
9226,primeiro passo,35,True
9422,seguinte nota,35,True
9409,Pouco antes,35,True
9395,dois terços,35,True
9388,depoimento prestado,35,True
9290,Emilio Odebrecht,35,True
9381,grupo empresarial,35,True
9360,Conselho Administrativo,35,True
9500,terreno onde,35,True
9296,presidente eleito,35,True
9353,Polícia Rodoviária,35,True
9350,ainda precisa,35,True
9348,primeiros dias,35,True
9346,outros casos,35,True
9332,grande quantidade,35,True
9301,Segundo informações,35,True
9317,porque segundo,35,True
9432,deveria estar,35,True
9437,Ela disse,35,True
9219,três décadas,35,True
9446,neste fim,35,True
9303,Ele contou,35,True
9201,melhores condições,35,True
9476,Kátia Abreu,35,True
9475,Mané Garrincha,35,True
9269,qualquer maneira,35,True
9467,Rio Doce,35,True
9463,EUA Donald,35,True
9210,Unidas ONU,35,True
9459,qualquer irregularidade,35,True
9445,vida real,35,True
9281,sob investigação,35,True
9443,dois mandatos,35,True
9440,João Paulo,35,True
31012,Polícia Militar,34,Fake
9547,energia elétrica,34,True
31010,Carl Vinson,34,Fake
31006,Polícia Civil,34,Fake
31005,Henrique Cardoso,34,Fake
31016,Eduardo Cardozo,34,Fake
9549,Depois disso,34,True
9559,Mas ainda,34,True
9586,alguns meses,34,True
9821,sob controle,34,True
9738,família Lula,34,True
9575,momento algum,34,True
9801,controle sobre,34,True
9791,setor público,34,True
9786,João Carlos,34,True
9568,João Batista,34,True
9714,boa relação,34,True
9716,menos quatro,34,True
9722,2018 Boa,34,True
9731,Segurança Nacional,34,True
9733,abril deste,34,True
9746,podia ser,34,True
9772,primeiro trimestre,34,True
9757,ficou claro,34,True
9824,Lula sobre,34,True
9760,praticou qualquer,34,True
9764,pessoas ficaram,34,True
9858,Bruno Júlio,34,True
9771,Jader Barbalho,34,True
9856,vídeo divulgado,34,True
9851,gastos públicos,34,True
9849,Papa Francisco,34,True
9847,Lima PMDBBA,34,True
9700,ministro Moreira,34,True
9698,fundo eleitoral,34,True
9686,tradução livre,34,True
9681,ter tido,34,True
9588,mil anos,34,True
9594,Câmara deputado,34,True
9599,Não havia,34,True
9609,Anthony Garotinho,34,True
9611,Antonio Carlos,34,True
9619,vai deixar,34,True
9620,Hilberto Mascarenhas,34,True
9622,anos 1970,34,True
30969,política brasileira,34,Fake
9626,capital gaúcha,34,True
9631,agentes políticos,34,True
9633,defesa diz,34,True
9634,quatro horas,34,True
9561,possam ser,34,True
9657,Por falar,34,True
9660,deixa claro,34,True
9565,neste processo,34,True
9665,Belo Monte,34,True
9799,308 votos,34,True
9669,onde fica,34,True
9796,Nesta quinta,34,True
9826,Retrospectiva 2017,34,True
10052,Batista dono,33,True
10054,processo sobre,33,True
31056,100 mil,33,Fake
31057,guerra nuclear,33,Fake
31063,Lula disse,33,Fake
31065,Delcídio Amaral,33,Fake
31059,Casa Branca,33,Fake
10176,intolerância religiosa,33,True
10089,corpus preventivo,33,True
10032,Guilherme Boulos,33,True
10183,desta semana,33,True
10182,decidiu nesta,33,True
9898,manhã deste,33,True
10098,grupo Odebrecht,33,True
9901,vinha sendo,33,True
10180,Carl Vinson,33,True
10036,Tacla Duran,33,True
9912,ministros Eliseu,33,True
10101,operador financeiro,33,True
10134,sob suspeita,33,True
9930,parte desse,33,True
9940,ser condenado,33,True
9881,deve fazer,33,True
9943,deputado Paulo,33,True
9959,pessoas ligadas,33,True
9963,exassessor especial,33,True
9965,três filhos,33,True
9976,nunca ter,33,True
10147,Trump afirmou,33,True
9985,colarinho branco,33,True
10141,ser votada,33,True
10031,desse processo,33,True
10018,Bom dia,33,True
10019,novo diretorgeral,33,True
10042,Cláudio Lula,33,True
10029,Interno Bruto,33,True
10077,espaço aéreo,33,True
9863,Carlos Alberto,33,True
10064,facção criminosa,33,True
10078,empresas envolvidas,33,True
10061,fechou acordo,33,True
10048,publicação desta,33,True
10195,apartamento 121,33,True
31019,revista Veja,33,Fake
10069,autoridade policial,33,True
10384,forças armadas,32,True
10381,orientação sexual,32,True
10370,José Yunes,32,True
10326,Fórum Brasileiro,32,True
31102,Nova York,32,Fake
31084,matéria publicada,32,Fake
10390,Moro afirmou,32,True
31097,Guido Mantega,32,Fake
10327,melhor forma,32,True
10394,ser votado,32,True
10395,Rodoviária Federal,32,True
31111,Revista Veja,32,Fake
10397,Gomes PDT,32,True
10340,Produto Interno,32,True
10413,sido condenado,32,True
10419,execução provisória,32,True
31081,Dias Toffoli,32,Fake
10415,agência Reuters,32,True
10400,Para evitar,32,True
10364,Uma coisa,32,True
10359,primeiro mandato,32,True
10409,segurança jurídica,32,True
10414,inquérito contra,32,True
10411,prestaram depoimento,32,True
31112,ser humano,32,Fake
10446,ter havido,32,True
10227,OAS Léo,32,True
10463,Emmanuel Macron,32,True
10320,país onde,32,True
10214,desde 2012,32,True
10514,Bumlai amigo,32,True
10215,Rede Globo,32,True
10217,Bom Dia,32,True
10516,Associated Press,32,True
10554,Rio Vermelho,32,True
10519,recebido dinheiro,32,True
10520,alto nível,32,True
10242,sido feita,32,True
10239,horas antes,32,True
10525,Jonas Suassuna,32,True
10222,servidor público,32,True
10228,desembargador João,32,True
10528,deve continuar,32,True
10533,Rio Preto,32,True
10547,Bruno Araújo,32,True
10536,ação popular,32,True
10225,recurso apresentado,32,True
10245,sendo feito,32,True
10246,pessoas vão,32,True
10316,ordem judicial,32,True
10505,pessoas envolvidas,32,True
10311,protesto contra,32,True
10538,quis comentar,32,True
10473,Kim JongUn,32,True
10476,outra empresa,32,True
10291,Você pode,32,True
10289,Até hoje,32,True
10285,Nos anos,32,True
10482,Isso pode,32,True
10483,legislação brasileira,32,True
10484,sete pessoas,32,True
10485,nota oficial,32,True
10281,suposto esquema,32,True
10276,Justiça brasileira,32,True
10490,mil vagas,32,True
10265,próximos anos,32,True
10493,Roberto Freire,32,True
10259,todo tipo,32,True
10255,Força Tarefa,32,True
10382,tomou conta,32,True
31089,poderia ter,32,Fake
10860,Fazenda Guido,31,True
10733,Temer ainda,31,True
10737,Naquela época,31,True
10736,Cristina Mautoni,31,True
10651,Maria Lúcia,31,True
10642,Deputados Eduardo,31,True
10930,Poder Legislativo,31,True
10560,recursos hídricos,31,True
10881,mesma linha,31,True
10653,Odebrecht afirmou,31,True
10874,Lula Cristiano,31,True
10931,construtora Odebrecht,31,True
10671,divulgada nesta,31,True
10659,vai conseguir,31,True
10932,Criminal Federal,31,True
31159,península coreana,31,Fake
10562,mil hectares,31,True
10727,Integração Nacional,31,True
