,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,ID,Veracity,Author,Link,Category,Date,Tokens,Words,Types,Links Inside,Words Uppercase,Verbs,Subjuntive\Imperative Verbs,Nouns,Adjectives,Adverbs,Modal Verbs,Singular\Second Personal Pronouns,Plural First Personal Pronouns,Pronouns,Pausality,Characters,Average Sentence Length,Average Word Length,Percentage of Spelling Errors,Emotiveness,Diversity
70,70,70,70,70,1061,1061,true-meta-information," Alexa Salomão, O Estado de S.Paulo ","http://alias.estadao.com.br/noticias/geral,operacao-realismo-fantastico-descobrindo-o-brasil-com-a-lava-jato,10000063234",politica,2016-07-16 00:00:00,2398,2035,1019,0,7,342,7,559,124,120,37,4,3,127,2.92742,9653,16.4113,4.74349,0.0034398000000000002,0.27081,0.500737
71,71,71,71,71,1062,1062,true-meta-information," Pedro Venceslau, Aline Bronzati e Fabio Serapião, O Estado de S. Paulo ","http://politica.estadao.com.br/noticias/geral,enquanto-houver-bambu-vai-ter-flecha-diz-janot,70001873242",politica,2017-01-07 00:00:00,717,586,315,0,5,112,4,170,24,30,9,4,0,35,2.84783,2763,12.7391,4.71502,0.0,0.19148900000000002,0.537543
72,72,72,72,72,1063,1063,true-meta-information," Paulo Nogueira*, Especial para O Estado de S. Paulo ","http://alias.estadao.com.br/noticias/geral,luto-de-abraham-lincoln-e-abordado-em-livro-de-george-saunders,70002238156",sociedade_cotidiano,2018-03-24 00:00:00,1396,1198,658,0,5,173,6,314,86,70,12,0,1,96,3.6,5660,21.7818,4.72454,0.0066778,0.320329,0.549249
73,73,73,73,73,1064,1064,true-meta-information, Por BBC ,https://g1.globo.com/politica/noticia/temer-acha-que-e-itamar-mas-e-sarney-diz-cientista-politico.ghtml,tv_celebridades,2017-03-08 00:00:00,3140,2761,877,0,21,549,29,673,127,189,75,6,0,260,2.3395099999999998,12327,17.0432,4.46469,0.00181094,0.258592,0.317639
74,74,74,74,74,1065,1065,true-meta-information," Por Lucas Salomão, G1, Brasília ",https://g1.globo.com/natureza/noticia/em-cinco-anos-orcamento-do-ministerio-do-meio-ambiente-cai-r-13-bilhao-diz-estudo.ghtml,politica,2018-06-03 00:00:00,1377,1189,463,None,14,150,10,319,59,57,11,0,3,48,4.0,5656,25.2979,4.75694,0.000841043,0.247335,0.389403
75,75,75,75,75,1066,1066,true-meta-information," Por Renan Ramalho, G1, Brasília ",https://g1.globo.com/politica/noticia/supremo-reserva-julgamentos-polemicos-para-semana-pre-recesso.ghtml,politica,2017-10-12 00:00:00,945,852,416,0,12,131,7,258,28,36,33,0,0,30,2.90625,4159,26.625,4.88146,0.00234742,0.164524,0.488263
76,76,76,76,76,1067,1067,true-meta-information," Carla Araújo, O ESTADO DE S. PAULO ","http://www.estadao.com.br/noticias/geral,planalto-evita-comentarios-e-vai-aguardar-efeitos-da-delacao,10000093705",politica,2016-10-12 00:00:00,940,798,418,0,10,159,9,218,32,45,19,0,0,40,3.8378400000000004,4040,21.5676,5.06266,0.00125313,0.204244,0.52381
77,77,77,77,77,1068,1068,true-meta-information," João Paulo Nucci e Daniel Weterman, O Estado de S.Paulo ","http://economia.estadao.com.br/noticias/geral,maia-diz-que-meirelles-deveria-apresentar-agenda-pos-reforma-da-previdencia,70002142266",politica,2018-08-01 00:00:00,1432,1198,520,0,8,225,20,342,47,49,39,1,1,64,3.71429,5671,19.0159,4.73372,0.0,0.169312,0.43405699999999997
78,78,78,78,78,1069,1069,true-meta-information," Por Mariane Rossi, G1 Santos ",https://g1.globo.com/sp/santos-regiao/noticia/mulher-volta-a-tunel-onde-foi-estuprada-e-posa-para-fotos-para-superar-trauma.ghtml,sociedade_cotidiano,2018-08-03 00:00:00,1498,1274,579,None,8,255,9,321,43,73,20,12,0,136,2.60465,6041,14.814,4.74176,0.000784929,0.201389,0.454474
79,79,79,79,79,107,107,true-meta-information,Anderson Bandeira,"http://politica.estadao.com.br/noticias/geral,psl-nega-que-bolsonaro-va-para-o-partido-ele-representa-autoritarismo-e-intolerancia,70002128036",politica,2017-12-21 00:00:00,316,276,163,None,5,35,2,77,17,12,3,0,0,17,3.33333,1378,23.0,4.99275,0.0,0.258929,0.59058
80,80,80,80,80,1070,1070,true-meta-information," Por Bernardo Caram, G1, Brasília ",https://g1.globo.com/politica/noticia/osmar-serraglio-reassume-mandato-de-deputado-federal.ghtml,politica,2017-01-06 00:00:00,370,325,173,0,7,49,1,107,14,4,10,0,0,9,2.5,1622,18.0556,4.9907699999999995,0.0,0.11538499999999999,0.532308
81,81,81,81,81,1071,1071,true-meta-information, Por RJTV ,https://g1.globo.com/rio-de-janeiro/noticia/depoimento-de-funcionario-de-doleiro-liga-pagamentos-de-propina-a-endereco-de-fornecedor-do-rj.ghtml,politica,2017-06-15 00:00:00,701,633,300,0,4,94,0,201,19,18,7,4,0,40,2.125,3033,19.7812,4.7914699999999995,0.00157978,0.125424,0.473934
82,82,82,82,82,1072,1072,true-meta-information," Mônica Manir, O Estado de S.Paulo ","http://alias.estadao.com.br/noticias/geral,mandando-pra-geral,10000017366",sociedade_cotidiano,2016-02-20 00:00:00,3369,2923,1164,0,11,501,18,689,192,193,60,8,4,281,2.62353,14093,17.1941,4.82142,0.00342114,0.323529,0.398221
83,83,83,83,83,1073,1073,true-meta-information," Por Guilherme Mazui, G1, Brasília ",https://g1.globo.com/politica/noticia/politicos-da-base-e-oposicao-comentam-intervencao-na-seguranca-publica-no-rio-veja-repercussao.ghtml,tv_celebridades,2018-02-16 00:00:00,2184,1885,759,None,18,258,20,564,133,103,30,1,3,85,3.14737,9448,19.8421,5.0122,0.000530504,0.287105,0.40265300000000004
84,84,84,84,84,1074,1074,true-meta-information," Por Fernando Evans e Fernando Pacífico, G1 Campinas e região ",https://g1.globo.com/sp/campinas-regiao/noticia/camara-de-campinas-aprova-projeto-de-lei-que-regulamenta-transporte-por-aplicativos.ghtml,politica,2017-11-27 00:00:00,1522,1315,587,0,10,164,9,441,68,35,19,0,0,44,4.05882,6826,25.7843,5.190869999999999,0.00152091,0.170248,0.446388
85,85,85,85,85,1075,1075,true-meta-information, Por Bom Dia Brasil ,https://g1.globo.com/politica/noticia/em-conversa-com-temer-dono-da-jbs-relata-obstrucao-a-justica-e-suborno-de-procuradores.ghtml,politica,2017-05-19 00:00:00,2126,1747,618,0,20,311,15,457,68,117,35,39,2,157,2.5099299999999998,8305,11.5695,4.7538599999999995,0.00228964,0.240885,0.353749
86,86,86,86,86,1076,1076,true-meta-information," Por G1 AC, Rio Branco ",https://g1.globo.com/ac/acre/noticia/amigos-envolvidos-em-projeto-de-jovem-sumido-no-acre-fizeram-pacto-de-sigilo-diz-delegado.ghtml,politica,2017-10-04 00:00:00,1099,961,445,0,3,190,8,245,44,48,39,0,3,65,2.93617,4761,20.4468,4.95421,0.00312175,0.21149400000000002,0.463059
87,87,87,87,87,1077,1077,true-meta-information," Por Ana Carolina Moreno, G1 ",https://g1.globo.com/educacao/guia-de-carreiras/noticia/n-de-habitantes-por-medico-no-norte-e-quase-3-vezes-o-do-sudeste-veja-o-raio-x-da-carreira.ghtml,sociedade_cotidiano,2017-07-20 00:00:00,1135,983,441,None,11,112,4,275,68,62,10,0,0,53,3.7073199999999997,4797,23.9756,4.87996,0.00101729,0.335917,0.4486270000000001
88,88,88,88,88,1078,1078,true-meta-information," Por G1, Brasília ",https://g1.globo.com/ce/ceara/noticia/apos-morte-de-chefe-do-pcc-temer-envia-forca-tarefa-policial-ao-ceara.ghtml,politica,2018-02-18 00:00:00,976,857,392,0,17,106,3,257,36,21,20,0,0,35,2.83333,4049,20.4048,4.72462,0.00466744,0.157025,0.45741000000000004
89,89,89,89,89,1079,1079,true-meta-information," Por Alana Fonseca, Erick Gimenes, Thais Kaniak e Bibiana Dionísio, G1 PR ",https://g1.globo.com/pr/parana/noticia/lula-e-condenado-na-lava-jato-no-caso-do-triplex.ghtml,politica,2017-12-07 00:00:00,5323,4931,1402,0,53,667,31,1238,252,227,80,1,1,299,1.8148099999999998,22871,22.8287,4.63821,0.0245386,0.251444,0.28432399999999997
90,90,90,90,90,108,108,true-meta-information,Bruno Ribeiro,"http://educacao.estadao.com.br/noticias/geral,apos-protestos-projeto-escola-sem-partido-avanca-na-camara-de-sp,70002116357",politica,2017-11-12 00:00:00,435,378,211,None,5,60,3,114,16,7,15,0,0,21,4.75,1886,31.5,4.98942,0.0026455,0.132184,0.5582010000000001
91,91,91,91,91,1080,1080,true-meta-information, Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/segunda-feira-26-de-fevereiro-de-2018.ghtml,politica,2018-02-26 00:00:00,876,747,449,None,9,106,3,224,40,35,10,1,1,25,3.07143,3573,17.7857,4.78313,0.00669344,0.227273,0.601071
92,92,92,92,92,1081,1081,true-meta-information," Marianna Holanda, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,fhc-diz-que-seria-bom-lula-disputar-eleicoes-mas-que-a-lei-e-a-lei,70002179894",politica,2018-06-02 00:00:00,931,780,348,None,9,160,12,205,39,41,26,1,0,41,3.8717900000000003,3692,20.0,4.7333300000000005,0.0,0.219178,0.446154
93,93,93,93,93,1082,1082,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/operacao-lava-jato/noticia/janot-diz-que-nao-ha-duvidas-de-que-temer-cometeu-crime-de-corrupcao.ghtml,politica,2017-06-26 00:00:00,983,877,350,None,10,114,8,277,28,22,7,1,0,44,3.3125,4346,27.4062,4.95553,0.00114025,0.127877,0.399088
94,94,94,94,94,1083,1083,true-meta-information, Por BBC ,https://g1.globo.com/educacao/noticia/por-que-milhoes-de-jovens-com-alta-escolaridade-estao-abandonando-a-russia.ghtml,tv_celebridades,2018-08-01 00:00:00,2287,1984,926,0,4,378,10,499,117,114,57,16,2,209,2.77982,9612,18.2018,4.84476,0.00201613,0.263398,0.46673400000000004
95,95,95,95,95,1084,1084,true-meta-information, Por BBC ,https://g1.globo.com/brasil/noticia/receita-de-vilarejos-italianos-para-nao-desaparecer-inclui-casa-por-1-euro-e-cheque-de-boas-vindas.ghtml,sociedade_cotidiano,2017-10-31 00:00:00,1708,1491,660,0,4,209,13,425,142,56,27,1,0,64,3.14493,7666,21.6087,5.14152,0.00201207,0.312303,0.4426560000000001
96,96,96,96,96,1085,1085,true-meta-information, Por Bom Dia Cidade ,https://g1.globo.com/sp/sao-carlos-regiao/noticia/ainda-tinha-esperanca-que-ela-sobrevivesse-diz-avo-de-menina-espancada-e-morta-pelo-tio.ghtml,sociedade_cotidiano,2018-12-03 00:00:00,881,758,370,0,6,147,6,193,26,28,23,6,0,53,2.73333,3500,16.8444,4.61741,0.00131926,0.158824,0.48812700000000003
97,97,97,97,97,1086,1086,true-meta-information, José Nêumanne ,http://politica.estadao.com.br/blogs/neumanne/por-quem-os-sinos-dobram-2/,politica,2017-01-08 00:00:00,2239,1978,861,0,27,301,15,582,94,69,47,6,3,112,3.18293,9428,24.122,4.7664300000000015,0.00303337,0.184598,0.435288
98,98,98,98,98,1087,1087,true-meta-information," Igor Gadelha e Isadora Peron, O Estado de S.Paulo ","http://politica.estadao.com.br/noticias/geral,maia-nao-sera-candidato-do-governo-diz-acm-neto,70002218372",politica,2018-08-03 00:00:00,1728,1504,593,0,14,319,31,355,73,128,62,3,2,155,3.2941199999999995,7031,22.1176,4.674869999999999,0.0,0.29822,0.394282
99,99,99,99,99,1088,1088,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/fab-intercepta-aviao-com-cocaina-que-decolou-de-fazenda-da-familia-de-blairo-maggi.ghtml,tv_celebridades,2017-06-26 00:00:00,1039,913,376,0,30,135,5,282,36,24,21,0,0,35,4.2,4520,30.4333,4.95071,0.00109529,0.14388499999999999,0.411829
100,100,100,100,100,1089,1089,true-meta-information, Por G1 RS ,https://g1.globo.com/rs/rio-grande-do-sul/noticia/tribunal-nega-pedido-de-defesa-de-lula-para-anular-decisao-sobre-bloqueios-de-bens.ghtml,politica,2017-07-25 00:00:00,860,763,356,0,7,108,4,249,37,17,22,0,0,24,2.425,3705,19.075,4.85583,0.00262123,0.15126099999999998,0.466579
101,101,101,101,101,109,109,true-meta-information,Fábio Serapião,http://politica.estadao.com.br/blogs/fausto-macedo/57-foragidos-da-justica-extraditados-para-o-brasil-nos-ultimos-dois-anos/,politica,2017-12-29 00:00:00,1410,1272,530,None,11,162,4,362,85,27,33,0,0,43,2.76,6609,25.44,5.19575,0.00157233,0.21374,0.416667
102,102,102,102,102,1090,1090,true-meta-information, Por BBC ,https://g1.globo.com/economia/agronegocios/noticia/papelao-e-substancia-cancerigena-ou-exagero-o-que-se-sabe-e-o-que-e-duvida-na-operacao-carne-fraca.ghtml,sociedade_cotidiano,2017-03-19 00:00:00,2459,2107,807,0,28,405,10,581,106,119,64,6,1,151,3.2897199999999995,10493,19.6916,4.9800699999999996,0.00189843,0.22819499999999998,0.383009
103,103,103,103,103,1091,1091,true-meta-information, Por G1 RS ,https://g1.globo.com/rs/rio-grande-do-sul/noticia/trf4-nega-pedido-de-lula-para-suspender-processo-sobre-triplex.ghtml,politica,2017-09-05 00:00:00,1314,1161,499,0,16,173,6,346,46,53,27,3,0,51,2.94231,5702,22.3269,4.9112800000000005,0.00172265,0.190751,0.429802
104,104,104,104,104,1092,1092,true-meta-information, Por G1 SP ,https://g1.globo.com/sao-paulo/noticia/pf-cumpre-mandados-de-busca-e-apreensao-nas-casas-de-joesley-e-saud-em-sao-paulo.ghtml,politica,2017-11-09 00:00:00,1787,1514,603,None,25,240,8,450,47,55,43,1,0,57,3.28916,7307,18.241,4.82629,0.000660502,0.147826,0.398283
105,105,105,105,105,1093,1093,true-meta-information, Por G1 RS e RBS TV ,https://g1.globo.com/rs/rio-grande-do-sul/noticia/tribunal-federal-aumenta-pena-de-joao-vaccari-neto-em-processo-da-lava-jato.ghtml,politica,2017-07-11 00:00:00,887,789,388,0,5,116,7,233,34,38,19,0,0,45,2.3902400000000004,3884,19.2439,4.92269,0.00126743,0.206304,0.491762
106,106,106,106,106,1094,1094,true-meta-information," Por Vladimir Netto e Gabriel Palma, TV Globo, Brasília ",https://g1.globo.com/politica/noticia/delegados-da-lava-jato-nao-apoiam-fala-de-segovia-sobre-arquivar-inquerito-contra-temer.ghtml,politica,2018-10-02 00:00:00,2117,1874,667,None,29,286,27,535,88,79,34,2,0,82,3.375,10110,26.0278,5.3948800000000015,0.00106724,0.20340999999999998,0.355923
107,107,107,107,107,1095,1095,true-meta-information," Mr. Miles, O Estado de S. Paulo ","http://viagem.estadao.com.br/noticias/geral,a-melhor-viagem-que-alguem-pode-fazer,70002193641",politica,2018-02-20 00:00:00,782,671,372,0,8,114,10,149,43,67,17,3,2,82,2.84615,3009,17.2051,4.48435,0.016393400000000002,0.41825100000000004,0.554396
108,108,108,108,108,1096,1096,true-meta-information, Por G1 ,https://g1.globo.com/resumo-do-dia/noticia/terca-feira-18-de-abril-de-2017.ghtml,tv_celebridades,2017-04-18 00:00:00,755,659,405,0,6,96,3,192,37,22,13,0,0,28,2.18182,3077,14.9773,4.6692,0.00758725,0.20486100000000002,0.614568
109,109,109,109,109,1097,1097,true-meta-information, Por G1 SP ,https://g1.globo.com/sp/sao-paulo/noticia/lula-diz-estar-tranquilo-com-julgamento-tenho-certeza-que-nao-cometi-nenhum-crime.ghtml,politica,2018-01-24 00:00:00,513,462,235,None,3,106,7,99,17,21,21,4,0,42,2.55,2164,23.1,4.68398,0.0,0.185366,0.5086579999999999
110,110,110,110,110,1098,1098,true-meta-information," Por Guilherme Mazui, G1, Brasília ",https://g1.globo.com/politica/noticia/cerimonia-com-temer-marca-abertura-do-forum-mundial-da-agua-em-brasilia.ghtml,politica,2018-03-19 00:00:00,1067,922,446,0,3,124,5,288,36,27,7,0,5,38,3.15217,4521,20.0435,4.9034699999999996,0.0,0.15291300000000002,0.483731
111,111,111,111,111,1099,1099,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/temer-embarca-em-viagem-oficial-a-europa-e-maia-assume-a-presidencia.ghtml,politica,2017-06-19 00:00:00,818,718,354,0,4,97,2,227,47,20,10,0,0,20,2.5641,3627,18.4103,5.0515300000000005,0.0,0.20679,0.493036
112,112,112,112,112,11,11,true-meta-information,Por Bom Dia Rio,https://g1.globo.com/rj/rio-de-janeiro/noticia/anthony-garotinho-e-ouvido-mais-uma-vez-sobre-suposta-agressao-na-cadeia-de-benfica.ghtml,politica,2017-01-12 00:00:00,333,301,155,None,1,61,3,77,4,14,16,0,0,19,2.4615400000000003,1486,23.1538,4.93688,0.0,0.130435,0.51495
113,113,113,113,113,110,110,true-meta-information,José Nêumanne,http://politica.estadao.com.br/blogs/neumanne/pela-bola-sete/,politica,2017-07-14 00:00:00,163,145,103,None,1,22,0,40,4,9,1,0,0,6,3.6,638,29.0,4.4,0.00689655,0.209677,0.710345
114,114,114,114,114,1100,1100,true-meta-information," Por Fernando Zuba , Pedro Ângelo e Renan Ramalho, TV Globo, G1 MG e G1, em Brasília ",https://g1.globo.com/mg/minas-gerais/noticia/stf-suspende-prisao-domiciliar-de-andrea-neves-primo-de-aecio-e-ex-assessor-de-zeze-perrella.ghtml,politica,2017-07-12 00:00:00,535,473,231,0,6,69,0,144,10,20,7,0,0,19,2.69565,2385,20.5652,5.04228,0.0,0.140845,0.48837200000000003
115,115,115,115,115,1101,1101,true-meta-information," Por Renan Ramalho e Gustavo Aguiar, G1, Brasília ",https://g1.globo.com/politica/noticia/temer-acusa-joesley-de-injuria-e-pede-reparacao-na-justica-por-danos-morais.ghtml,politica,2017-06-19 00:00:00,1182,1022,470,0,5,153,6,308,57,35,23,0,0,46,3.63636,4945,23.2273,4.83855,0.0,0.19956600000000002,0.459883
116,116,116,116,116,1102,1102,true-meta-information, Luiz Zanin Oricchio ,http://cultura.estadao.com.br/blogs/luiz-zanin/morre-fernando-birri-o-grande-mestre-do-novo-cinema-latino-americano/,sociedade_cotidiano,2017-12-28 00:00:00,2265,1940,923,0,4,271,11,512,117,109,39,2,1,185,3.42105,9127,20.4211,4.70464,0.00360825,0.288633,0.47577299999999995
117,117,117,117,117,1103,1103,true-meta-information," Por Renan Ramalho e Bernardo Caram, G1, Brasília ",https://g1.globo.com/politica/noticia/stj-julgamento-habeas-corpus-preventivo-lula.ghtml,politica,2018-06-03 00:00:00,2273,2031,623,None,57,294,12,598,81,92,37,0,0,101,3.0632900000000003,10088,25.7089,4.96701,0.0004923680000000001,0.193946,0.306745
118,118,118,118,118,1104,1104,true-meta-information," Antonio Pita/Rio e Ciro Campos, enviado especial ao Rio, O Estado de S.Paulo ","http://esportes.estadao.com.br/noticias/jogos-olimpicos,selecao-masculina-de-volei-busca-seu-terceiro-ouro-olimpico,10000071025",tv_celebridades,2016-08-21 00:00:00,845,712,384,None,2,113,4,206,55,25,7,4,2,44,3.16667,3368,16.9524,4.73034,0.00140449,0.250784,0.539326
119,119,119,119,119,1105,1105,true-meta-information, Por G1 e Jornal Nacional ,https://g1.globo.com/politica/noticia/doleiro-lucio-funaro-diz-que-temer-sabia-de-propinas-na-petrobras.ghtml,politica,2017-06-20 00:00:00,842,759,311,0,10,118,4,227,20,31,12,0,0,35,2.44118,3783,22.3235,4.98419,0.00263505,0.147826,0.40975
120,120,120,120,120,1106,1106,true-meta-information," Por Gustavo Garcia, G1, Brasília ",https://g1.globo.com/politica/noticia/senador-do-pmdb-que-votou-contra-reforma-trabalhista-diz-que-sofreu-retaliacao-do-governo.ghtml,politica,2017-06-21 00:00:00,536,451,242,0,9,69,6,134,18,10,13,5,0,28,3.26923,2212,17.3462,4.90466,0.0,0.137931,0.5365850000000001
121,121,121,121,121,1107,1107,true-meta-information, Por G1 ,https://g1.globo.com/mundo/noticia/morre-americano-que-ficou-preso-na-coreia-do-norte-do-norte-diz-familia.ghtml,tv_celebridades,2017-06-19 00:00:00,640,576,297,0,2,99,5,150,34,34,12,1,0,58,2.06452,2808,18.5806,4.875,0.0,0.273092,0.515625
122,122,122,122,122,1108,1108,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/carmen-lucia-diz-que-possivel-devassa-contra-fachin-e-propria-de-ditaduras.ghtml,politica,2017-10-06 00:00:00,2067,1808,661,0,25,238,20,503,105,79,25,0,0,104,4.2459,9340,29.6393,5.16593,0.00221239,0.248313,0.365597
123,123,123,123,123,1109,1109,true-meta-information," Por Luiza Garonce, G1 DF ",https://g1.globo.com/distrito-federal/noticia/lei-do-df-cria-regras-para-programa-de-prevencao-ao-aborto.ghtml,politica,2017-01-06 00:00:00,2078,1845,747,None,11,260,23,548,84,69,44,0,0,70,2.9125,8943,23.0625,4.84715,0.00325203,0.189356,0.404878
124,124,124,124,124,111,111,true-meta-information,Isadora Peron E Carla Araújo,"http://politica.estadao.com.br/noticias/geral,planalto-pode-apoiar-eleicao-de-alckmin-afirma-marun,70002137833",politica,2018-04-01 00:00:00,1268,1091,490,None,6,213,11,294,33,66,35,17,3,103,2.32895,5153,14.3553,4.72319,0.00091659,0.195266,0.449129
125,125,125,125,125,1110,1110,true-meta-information," Por Mariana Oliveira, TV Globo, Brasília ",https://g1.globo.com/politica/noticia/aecio-pede-ao-supremo-para-ser-julgado-pelo-plenario-e-nao-pela-turma.ghtml,politica,2017-06-16 00:00:00,1129,972,412,0,13,128,8,293,56,34,17,1,0,39,4.02564,4665,24.9231,4.79938,0.00102881,0.213777,0.423868
126,126,126,126,126,1111,1111,true-meta-information," Por G1, Brasília ",https://g1.globo.com/politica/noticia/alem-do-palacio-do-planalto-alvorada-jaburu-e-torto-nao-tem-cameras.ghtml,tv_celebridades,2017-01-14 00:00:00,657,571,290,0,5,90,8,161,19,32,10,1,1,27,3.07143,2851,20.3929,4.99299,0.0,0.20318699999999998,0.507881
127,127,127,127,127,1112,1112,true-meta-information," Felipe Cherubin*, Colaboração para o Estado ","http://alias.estadao.com.br/noticias/geral,neurocientista-que-estuda-psicopatas-descobre-que-ele-mesmo-tem-o-disturbio,70002113564",sociedade_cotidiano,2017-09-12 00:00:00,3062,2611,1140,0,3,378,11,662,229,155,53,9,2,218,4.46535,13352,25.8515,5.11375,0.00689391,0.369231,0.4366140000000001
128,128,128,128,128,1113,1113,true-meta-information, Por G1 ,https://g1.globo.com/politica/operacao-lava-jato/noticia/delacoes-da-odebrecht-palocci-e-citado-como-destino-de-propina-para-favorecer-a-braskem.ghtml,politica,2017-12-04 00:00:00,1152,1001,463,0,9,140,5,298,31,38,24,3,2,57,3.28261,5050,21.7609,5.04496,0.000999001,0.15753399999999998,0.462537
129,129,129,129,129,1114,1114,true-meta-information," Eduardo Kattah e Pedro Venceslau, ENVIADOS ESPECIAIS A VITÓRIA ","http://politica.estadao.com.br/noticias/geral,existe-uma-avenida-aberta-para-um-outsider-em-2018-diz-paulo-hartung,70002129985",politica,2017-12-24 00:00:00,1772,1572,635,0,4,312,10,403,94,88,38,5,1,129,1.38889,7383,10.9167,4.69656,0.00254453,0.25454499999999997,0.403944
130,130,130,130,130,1115,1115,true-meta-information, Por G1 e Jornal Hoje ,https://g1.globo.com/politica/noticia/epoca-em-entrevista-joesley-chama-temer-de-chefe-de-organizacao-criminosa.ghtml,politica,2017-06-17 00:00:00,3668,3131,998,0,26,616,13,814,105,153,79,7,3,203,3.12209,14882,18.2035,4.7531099999999995,0.0,0.18042,0.318748
